testcase_id,status,notes
RMLTC0000-JSON,passed,
RMLTC0001a-JSON,passed,
RMLTC0001b-JSON,passed,
RMLTC0002a-JSON,passed,
RMLTC0002b-JSON,passed,
RMLTC0002e-JSON,passed,
RMLTC0002g-JSON,passed,
RMLTC0003c-JSON,passed,
RMLTC0004a-JSON,passed,
RMLTC0004b-JSON,passed,
RMLTC0005a-JSON,passed,
RMLTC0006a-JSON,passed,
RMLTC0007a-JSON,passed,
RMLTC0007b-JSON,passed,
RMLTC0007c-JSON,passed,
RMLTC0007d-JSON,passed,
RMLTC0007e-JSON,passed,
RMLTC0007f-JSON,passed,
RMLTC0007g-JSON,passed,
RMLTC0007h-JSON,passed,
RMLTC0008a-JSON,passed,
RMLTC0008b-JSON,passed,
RMLTC0008c-JSON,passed,
RMLTC0009a-JSON,passed,
RMLTC0009b-JSON,passed,
RMLTC0010a-JSON,passed,
RMLTC0010b-JSON,passed,
RMLTC0010c-JSON,passed,
RMLTC0011b-JSON,passed,
RMLTC0012a-JSON,passed,
RMLTC0012b-JSON,passed,
RMLTC0012c-JSON,passed,
RMLTC0012d-JSON,passed,
RMLTC0012e-JSON,passed,
RMLTC0013a-JSON,passed,
RMLTC0015a-JSON,passed,
RMLTC0015b-JSON,passed,
RMLTC0019a-JSON,passed,
RMLTC0019b-JSON,passed,
RMLTC0020a-JSON,passed,
RMLTC0021a-JSON,passed,
RMLTC0022a-JSON,passed,
RMLTC0022b-JSON,passed,
RMLTC0022c-JSON,passed,
RMLTC0022d-JSON,passed,
RMLTC0022e-JSON,passed,
RMLTC0023a-JSON,passed,
RMLTC0023b-JSON,passed,
RMLTC0023c-JSON,passed,
RMLTC0023d-JSON,passed,
RMLTC0023e-JSON,passed,
RMLTC0023f-JSON,passed,
RMLTC0024a-JSON,passed,
RMLTC0025a-JSON,passed,
RMLTC0025b-JSON,passed,
RMLTC0025c-JSON,passed,
RMLTC0026a-JSON,passed,
RMLTC0026b-JSON,passed,
RMLTC0026c-JSON,passed,
RMLTC0026d-JSON,passed,
RMLTC0027a-JSON,passed,
RMLTC0027b-JSON,passed,
RMLTC0027c-JSON,passed,
RMLTC0028a-JSON,passed,
RMLTC0028b-JSON,passed,
RMLTC0028c-JSON,passed,
RMLTC0029a-JSON,passed,
RMLTC0030a-JSON,passed,
RMLTC0030b-JSON,passed,
RMLTC0030c-JSON,passed,
RMLTC0030d-JSON,passed,
RMLTC0030e-JSON,passed,
RMLTC0030f-JSON,passed,
RMLTC0031a-JSON,passed,
RMLTC0031b-JSON,passed,
RMLTC0031c-JSON,passed,
RMLSTC0001a,passed,
RMLSTC0001b,passed,
RMLSTC0002a,passed,
RMLSTC0002b,passed,
RMLSTC0002c,passed,
RMLSTC0002d,passed,
RMLSTC0002e,passed,
RMLSTC0003,passed,
RMLSTC0004a,passed,
RMLSTC0004b,passed,
RMLSTC0004c,passed,
RMLSTC0006a,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/147
RMLSTC0006b,passed,
RMLSTC0007a,passed,
RMLSTC0007b,passed,
RMLSTC0007c,passed,
RMLSTC0007d,passed,
RMLSTC0008a,passed,
RMLSTC0008b,passed,
RMLSTC0009a,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/150
RMLSTC0010a,passed,
RMLSTC0010b,passed,
RMLSTC0011a,passed,
RMLSTC0011b,passed,
RMLSTC0011c,passed,
RMLSTC0011d,passed,
RMLSTC0011e,passed,
RMLSTC0012a,passed,
RMLSTC0012b,passed,
RMLSTC0012c,passed,
RMLSTC0012d,passed,
RMLSTC0012e,passed,
RMLTTC0000,passed,
RMLTTC0001a,passed,
RMLTTC0001b,passed,
RMLTTC0001c,passed,
RMLTTC0001d,passed,
RMLTTC0001e,passed,
RMLTTC0001f,passed,
RMLTTC0002a,passed,
RMLTTC0002b,passed,
RMLTTC0002c,passed,
RMLTTC0002d,passed,
RMLTTC0002e,passed,
RMLTTC0002f,passed,
RMLTTC0002g,passed,
RMLTTC0002h,passed,
RMLTTC0002i,passed,
RMLTTC0002j,passed,
RMLTTC0002k,passed,
RMLTTC0002l,passed,
RMLTTC0002m,passed,
RMLTTC0002n,passed,
RMLTTC0002o,passed,
RMLTTC0002p,passed,
RMLTTC0002q,passed,
RMLTTC0002r,passed,
RMLTTC0003a,passed,
RMLTTC0004a,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0004b,passed,
RMLTTC0004c,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0004d,passed,
RMLTTC0004e,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0004f,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0004g,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0005a,passed,
RMLTTC0005b,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0006a,passed,
RMLTTC0006b,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0006c,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0006d,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0006e,failed,Test case bug: https://github.com/kg-construct/rml-io/issues/151
RMLTTC0007a,passed,
RMLTC-CC-0001-Alt,passed,
RMLTC-CC-0001-Bag,passed,
RMLTC-CC-0001-List,passed,
RMLTC-CC-0001-Seq,passed,
RMLTC-CC-0002-Bag,passed,
RMLTC-CC-0002-List,passed,
RMLTC-CC-0003-EB,passed,
RMLTC-CC-0003-EL,passed,
RMLTC-CC-0003-EL-BN,passed,
RMLTC-CC-0003-EL-Named,passed,
RMLTC-CC-0003-NEB,passed,
RMLTC-CC-0003-NEL,passed,
RMLTC-CC-0003-NELb,passed,
RMLTC-CC-0004-SM1,passed,
RMLTC-CC-0004-SM2,passed,
RMLTC-CC-0004-SM3,passed,
RMLTC-CC-0004-SM4,passed,
RMLTC-CC-0004-SM5,passed,
RMLTC-CC-0005-App1,passed,
RMLTC-CC-0005-App2,passed,
RMLTC-CC-0005-Car1,passed,
RMLTC-CC-0005-Car2,passed,
RMLTC-CC-0006-IT0,passed,
RMLTC-CC-0006-IT1,passed,
RMLTC-CC-0006-IT2,passed,
RMLTC-CC-0006-IT3,passed,
RMLTC-CC-0006-IT4,passed,
RMLTC-CC-0006-IT5,passed,
RMLTC-CC-0007-NES,passed,
RMLTC-CC-0008-ROMa,passed,
RMLTC-CC-0008-ROMb,passed,
RMLTC-CC-0009-DUP-Bag,passed,
RMLTC-CC-0009-DUP-List,passed,
RMLTC-CC-0010-Lista,passed,
RMLTC-CC-0010-Listb,passed,
RMLFNMLTC0002-CSV,passed,
RMLFNMLTC0003-CSV,passed,
RMLFNMLTC0004-CSV,passed,
RMLFNMLTC0005-CSV,passed,
RMLFNMLTC0007-CSV,passed,
RMLFNMLTC0008-CSV,failed,Test case bug: https://github.com/kg-construct/rml-fnml/issues/79
RMLFNMLTC0011-CSV,passed,
RMLFNMLTC0021-CSV,passed,
RMLFNMLTC0031-CSV,passed,
RMLFNMLTC0032-CSV,passed,
RMLFNMLTC0041-CSV,passed,
RMLFNMLTC0051-CSV,passed,
RMLFNMLTC0061-CSV,passed,
RMLFNMLTC0071-CSV,passed,
RMLFNMLTC0081-CSV,passed,
RMLFNMLTC0101-CSV,passed,
RMLFNMLTC0102-CSV,passed,
RMLFNMLTC0103-CSV,passed,
RMLFNMLTC0104-CSV,passed,
RMLLVTC0000a,passed,
RMLLVTC0000b,passed,
RMLLVTC0000c,passed,
RMLLVTC0001a,passed,
RMLLVTC0001b,passed,
RMLLVTC0001c,passed,
RMLLVTC0001d,passed,
RMLLVTC0002a,passed,
RMLLVTC0002b,passed,
RMLLVTC0002c,passed,
RMLLVTC0003a,passed,
RMLLVTC0003b,passed,
RMLLVTC0003c,passed,
RMLLVTC0004a,passed,
RMLLVTC0004b,passed,
RMLLVTC0004c,passed,
RMLLVTC0004d,passed,
RMLLVTC0005a,passed,
RMLLVTC0005b,passed,
RMLLVTC0005c,passed,
RMLLVTC0006a,passed,
RMLLVTC0006b,passed,
RMLLVTC0006c,passed,
RMLLVTC0006d,passed,
RMLLVTC0006e,passed,
RMLLVTC0006f,passed,
RMLLVTC0007a,passed,
RMLLVTC0007b,passed,
RMLLVTC0007c,passed,
RMLLVTC0008a,passed,
RMLLVTC0008b,passed,
RMLLVTC0008c,passed,
RMLLVTC0008d,passed,
RMLLVTC0009a,passed,
RMLLVTC0009b,passed,
RMLLVTC0009c,passed,
RMLLVTC0010a,passed,
RMLLVTC0010b,passed,
RMLLVTC0010c,passed,
RMLLVTC0010d,passed,
RMLLVTC0010e,passed,
